../proj_island/5-10/log/0111011104.log,C,1,"12"
../proj_island/5-10/log/0111011113.log,C,1,"12"
../proj_island/5-10/log/0111011122.log,D,0,-
../proj_island/5-10/log/0111011131.log,C,1,"15"
../proj_island/5-10/log/0111011203.log,C,1,"12"
../proj_island/5-10/log/0111011212.log,D,0,-
../proj_island/5-10/log/0111011221.log,D,0,-
../proj_island/5-10/log/0111011302.log,D,0,-
../proj_island/5-10/log/0111011311.log,D,0,-
../proj_island/5-10/log/0111012013.log,C,1,"28"
../proj_island/5-10/log/0111012022.log,D,0,-
../proj_island/5-10/log/0111012031.log,C,1,"14"
../proj_island/5-10/log/0111012103.log,C,1,"12"
../proj_island/5-10/log/0111012112.log,D,0,-
../proj_island/5-10/log/0111012121.log,D,0,-
../proj_island/5-10/log/0111012202.log,D,0,-
../proj_island/5-10/log/0111013012.log,C,1,"14"
../proj_island/5-10/log/0111013102.log,C,1,"19"
../proj_island/5-10/log/0111020113.log,C,1,"11"
../proj_island/5-10/log/0111020122.log,D,0,-
../proj_island/5-10/log/0111020203.log,C,1,"25"
../proj_island/5-10/log/0111020212.log,D,0,-
../proj_island/5-10/log/0111020302.log,D,0,-
../proj_island/5-10/log/0111021013.log,C,1,"21"
../proj_island/5-10/log/0111021022.log,D,0,-
../proj_island/5-10/log/0111021103.log,C,1,"12"
../proj_island/5-10/log/0111021112.log,D,0,-
../proj_island/5-10/log/0111110113.log,C,1,"10"
../proj_island/5-10/log/0111110122.log,D,0,-
../proj_island/5-10/log/0111110131.log,D,0,-
../proj_island/5-10/log/0111110203.log,C,1,"16"
../proj_island/5-10/log/0111110212.log,D,0,-
../proj_island/5-10/log/0111111013.log,C,1,"20"
../proj_island/5-10/log/0111111022.log,D,0,-
../proj_island/5-10/log/0111111103.log,C,1,"12"
../proj_island/5-10/log/0111111112.log,D,0,-
../proj_island/5-10/log/0111111121.log,D,0,-
../proj_island/5-10/log/0111111202.log,D,0,-
../proj_island/5-10/log/0111111211.log,D,0,-
../proj_island/5-10/log/0111112012.log,D,0,-
../proj_island/5-10/log/0111112021.log,D,0,-
../proj_island/5-10/log/0111112102.log,D,0,-
../proj_island/5-10/log/0111112111.log,D,0,-
../proj_island/5-10/log/0111120112.log,D,0,-
../proj_island/5-10/log/0111120121.log,D,0,-
../proj_island/5-10/log/0111120202.log,D,0,-
../proj_island/5-10/log/0111120211.log,D,0,-
../proj_island/5-10/log/0111121012.log,D,0,-
../proj_island/5-10/log/0111121021.log,D,0,-
../proj_island/5-10/log/0111121102.log,D,0,-
../proj_island/5-10/log/0111121111.log,D,0,-
../proj_island/5-10/log/0111210112.log,D,0,-
../proj_island/5-10/log/0111210121.log,D,0,-
../proj_island/5-10/log/0111210202.log,D,0,-
../proj_island/5-10/log/0111210211.log,D,0,-
../proj_island/5-10/log/0111211012.log,D,0,-
../proj_island/5-10/log/0111211021.log,D,0,-
../proj_island/5-10/log/0111211102.log,D,0,-
../proj_island/5-10/log/0112011202.log,D,0,-
../proj_island/5-10/log/0112011211.log,D,0,-
../proj_island/5-10/log/0112012012.log,D,0,-
../proj_island/5-10/log/0112012021.log,D,0,-
../proj_island/5-10/log/0112012102.log,D,0,-
../proj_island/5-10/log/0112020121.log,D,0,-
../proj_island/5-10/log/0112020202.log,D,0,-
../proj_island/5-10/log/0112020211.log,D,0,-
../proj_island/5-10/log/0112021012.log,D,0,-
../proj_island/5-10/log/0112021021.log,D,0,-
../proj_island/5-10/log/0112021102.log,D,0,-
../proj_island/5-10/log/0112110121.log,D,0,-
../proj_island/5-10/log/0112110202.log,D,0,-
../proj_island/5-10/log/0120120121.log,D,0,-
../proj_island/5-10/log/0120121021.log,D,0,-
../proj_island/5-10/log/0120210121.log,D,0,-
../proj_island/5-10/log/0121012102.log,D,0,-
../proj_island/5-10/log/0121020202.log,D,0,-
../proj_island/5-10/log/0202020202.log,D,0,-
../proj_island/5-10/log/1111111111.log,D,0,-
