../proj_island/5-11/log/0111011105.log,C,1,"13"
../proj_island/5-11/log/0111011114.log,C,1,"13"
../proj_island/5-11/log/0111011123.log,C,3,"14+19+28"
../proj_island/5-11/log/0111011132.log,C,3,"14+19+28"
../proj_island/5-11/log/0111011141.log,C,1,"15"
../proj_island/5-11/log/0111011204.log,C,1,"13"
../proj_island/5-11/log/0111011213.log,C,1,"13"
../proj_island/5-11/log/0111011222.log,C,1,"22"
../proj_island/5-11/log/0111011231.log,C,1,"30"
../proj_island/5-11/log/0111011303.log,C,3,"18+23+26"
../proj_island/5-11/log/0111011312.log,D,0,-
../proj_island/5-11/log/0111011321.log,C,1,"24"
../proj_island/5-11/log/0111011402.log,C,1,"14"
../proj_island/5-11/log/0111011411.log,C,1,"15"
../proj_island/5-11/log/0111012014.log,C,1,"19"
../proj_island/5-11/log/0111012023.log,C,1,"22"
../proj_island/5-11/log/0111012032.log,C,1,"22"
../proj_island/5-11/log/0111012041.log,C,1,"22"
../proj_island/5-11/log/0111012104.log,C,1,"13"
../proj_island/5-11/log/0111012113.log,C,1,"32"
../proj_island/5-11/log/0111012122.log,D,0,-
../proj_island/5-11/log/0111012131.log,C,1,"16"
../proj_island/5-11/log/0111012203.log,C,1,"13"
../proj_island/5-11/log/0111012212.log,D,0,-
../proj_island/5-11/log/0111012221.log,C,1,"21"
../proj_island/5-11/log/0111012302.log,C,1,"22"
../proj_island/5-11/log/0111013013.log,C,3,"14+22+24"
../proj_island/5-11/log/0111013022.log,C,1,"15"
../proj_island/5-11/log/0111013031.log,C,3,"14+23+36"
../proj_island/5-11/log/0111013103.log,C,3,"14+19+23"
../proj_island/5-11/log/0111013112.log,C,1,"30"
../proj_island/5-11/log/0111013202.log,C,1,"30"
../proj_island/5-11/log/0111014012.log,C,1,"15"
../proj_island/5-11/log/0111014102.log,C,1,"19"
../proj_island/5-11/log/0111020114.log,C,1,"26"
../proj_island/5-11/log/0111020123.log,C,1,"27"
../proj_island/5-11/log/0111020132.log,C,1,"12"
../proj_island/5-11/log/0111020204.log,C,1,"27"
../proj_island/5-11/log/0111020213.log,C,1,"16"
../proj_island/5-11/log/0111020222.log,D,0,-
../proj_island/5-11/log/0111020303.log,C,3,"11+12+15"
../proj_island/5-11/log/0111020312.log,D,0,-
../proj_island/5-11/log/0111020402.log,C,1,"12"
../proj_island/5-11/log/0111021014.log,C,1,"15"
../proj_island/5-11/log/0111021023.log,C,3,"21+24+26"
../proj_island/5-11/log/0111021032.log,C,3,"16+24+26"
../proj_island/5-11/log/0111021104.log,C,1,"13"
../proj_island/5-11/log/0111021113.log,C,1,"25"
../proj_island/5-11/log/0111021122.log,D,0,-
../proj_island/5-11/log/0111021203.log,C,1,"13"
../proj_island/5-11/log/0111021212.log,D,0,-
../proj_island/5-11/log/0111022013.log,C,1,"20"
../proj_island/5-11/log/0111022022.log,D,0,-
../proj_island/5-11/log/0111022103.log,C,1,"13"
../proj_island/5-11/log/0111030113.log,C,3,"15+21+31"
../proj_island/5-11/log/0111030203.log,C,1,"11"
../proj_island/5-11/log/0111031013.log,C,1,"19"
../proj_island/5-11/log/0111110114.log,C,1,"12"
../proj_island/5-11/log/0111110123.log,C,1,"16"
