../proj_island/5-12/log/0111011106.log,C,1,"14"
../proj_island/5-12/log/0111011115.log,C,1,"14"
../proj_island/5-12/log/0111011124.log,C,3,"15+20+29"
../proj_island/5-12/log/0111011133.log,C,3,"15+24+29"
../proj_island/5-12/log/0111011142.log,C,3,"15+20+29"
../proj_island/5-12/log/0111011151.log,C,1,"13"
../proj_island/5-12/log/0111011205.log,C,1,"14"
../proj_island/5-12/log/0111011214.log,C,1,"14"
../proj_island/5-12/log/0111011223.log,C,4,"17+19+25+27"
../proj_island/5-12/log/0111011232.log,C,4,"17+19+25+27"
../proj_island/5-12/log/0111011241.log,C,1,"31"
../proj_island/5-12/log/0111011304.log,C,3,"19+24+27"
../proj_island/5-12/log/0111011313.log,C,4,"19+22+24+27"
../proj_island/5-12/log/0111011322.log,C,4,"19+22+24+27"
../proj_island/5-12/log/0111011331.log,C,1,"17"
../proj_island/5-12/log/0111011403.log,C,3,"15+20+24"
../proj_island/5-12/log/0111011412.log,C,1,"19"
../proj_island/5-12/log/0111011421.log,C,1,"13"
../proj_island/5-12/log/0111011502.log,C,1,"12"
../proj_island/5-12/log/0111011511.log,C,1,"22"
../proj_island/5-12/log/0111012015.log,C,1,"32"
../proj_island/5-12/log/0111012024.log,C,1,"23"
../proj_island/5-12/log/0111012033.log,C,1,"23"
../proj_island/5-12/log/0111012042.log,C,1,"23"
../proj_island/5-12/log/0111012051.log,C,1,"16"
../proj_island/5-12/log/0111012105.log,C,1,"14"
../proj_island/5-12/log/0111012114.log,C,1,"14"
../proj_island/5-12/log/0111012123.log,C,4,"13+20+23+25"
../proj_island/5-12/log/0111012132.log,C,4,"17+19+25+27"
../proj_island/5-12/log/0111012141.log,C,1,"25"
../proj_island/5-12/log/0111012204.log,C,1,"14"
../proj_island/5-12/log/0111012213.log,C,1,"14"
../proj_island/5-12/log/0111012222.log,C,1,"21"
../proj_island/5-12/log/0111012231.log,C,3,"18+23+38"
../proj_island/5-12/log/0111012303.log,C,3,"20+24+33"
../proj_island/5-12/log/0111012312.log,C,3,"15+25+35"
../proj_island/5-12/log/0111012321.log,C,3,"18+23+38"
../proj_island/5-12/log/0111012402.log,C,1,"16"
../proj_island/5-12/log/0111013014.log,C,3,"15+19+23"
../proj_island/5-12/log/0111013023.log,C,3,"15+23+25"
../proj_island/5-12/log/0111013032.log,C,3,"15+23+25"
../proj_island/5-12/log/0111013041.log,C,3,"14+23+25"
../proj_island/5-12/log/0111013104.log,C,3,"19+24+27"
../proj_island/5-12/log/0111013113.log,C,3,"13+19+24"
../proj_island/5-12/log/0111013122.log,C,1,"16"
../proj_island/5-12/log/0111013131.log,C,3,"15+17+25"
../proj_island/5-12/log/0111013203.log,C,3,"20+24+33"
../proj_island/5-12/log/0111013212.log,C,3,"23+25+35"
../proj_island/5-12/log/0111013302.log,C,1,"22"
../proj_island/5-12/log/0111014013.log,C,3,"19+23+33"
../proj_island/5-12/log/0111014022.log,C,1,"16"
../proj_island/5-12/log/0111014103.log,C,3,"13+19+24"
../proj_island/5-12/log/0111014112.log,C,1,"32"
../proj_island/5-12/log/0111014202.log,C,1,"32"
../proj_island/5-12/log/0111015012.log,C,1,"16"
../proj_island/5-12/log/0111015102.log,C,1,"15"
../proj_island/5-12/log/0111020115.log,C,1,"17"
../proj_island/5-12/log/0111020124.log,C,1,"13"
../proj_island/5-12/log/0111020133.log,C,1,"13"
../proj_island/5-12/log/0111020142.log,C,1,"13"
../proj_island/5-12/log/0111020205.log,C,1,"28"
../proj_island/5-12/log/0111020214.log,C,1,"27"
../proj_island/5-12/log/0111020223.log,C,4,"12+14+18+27"
../proj_island/5-12/log/0111020232.log,C,4,"12+14+18+27"
../proj_island/5-12/log/0111020304.log,C,3,"12+16+19"
../proj_island/5-12/log/0111020313.log,C,4,"12+14+18+27"
../proj_island/5-12/log/0111020322.log,C,4,"12+20+22+27"
../proj_island/5-12/log/0111020403.log,C,3,"12+20+27"
../proj_island/5-12/log/0111020412.log,C,1,"20"
../proj_island/5-12/log/0111020502.log,C,1,"26"
../proj_island/5-12/log/0111021015.log,C,1,"30"
../proj_island/5-12/log/0111021024.log,C,3,"22+25+27"
../proj_island/5-12/log/0111021033.log,C,3,"22+25+27"
../proj_island/5-12/log/0111021042.log,C,3,"17+25+27"
../proj_island/5-12/log/0111021105.log,C,1,"26"
../proj_island/5-12/log/0111021114.log,C,1,"26"
../proj_island/5-12/log/0111021123.log,C,3,"17+25+27"
../proj_island/5-12/log/0111021132.log,C,3,"15+20+30"
../proj_island/5-12/log/0111021204.log,C,1,"14"
../proj_island/5-12/log/0111021213.log,C,1,"14"
../proj_island/5-12/log/0111021222.log,C,1,"20"
../proj_island/5-12/log/0111021303.log,C,3,"15+20+24"
../proj_island/5-12/log/0111021312.log,D,0,-
../proj_island/5-12/log/0111022014.log,C,1,"22"
../proj_island/5-12/log/0111022023.log,C,4,"15+23+25+28"
../proj_island/5-12/log/0111022032.log,C,4,"15+23+25+28"
../proj_island/5-12/log/0111022104.log,C,1,"14"
../proj_island/5-12/log/0111022113.log,C,1,"14"
../proj_island/5-12/log/0111022122.log,D,0,-
../proj_island/5-12/log/0111022203.log,C,1,"14"
../proj_island/5-12/log/0111023013.log,C,4,"17+19+23+33"
../proj_island/5-12/log/0111023103.log,C,4,"17+20+24+33"
../proj_island/5-12/log/0111030114.log,C,3,"16+22+32"
../proj_island/5-12/log/0111030123.log,C,4,"17+21+24+30"
../proj_island/5-12/log/0111030204.log,C,1,"12"
../proj_island/5-12/log/0111030213.log,C,4,"12+13+16+32"
../proj_island/5-12/log/0111030303.log,C,3,"12+13+16"
../proj_island/5-12/log/0111031014.log,C,1,"21"
../proj_island/5-12/log/0111031023.log,C,4,"18+22+24+30"
../proj_island/5-12/log/0111031104.log,C,3,"13+24+30"
