../proj_island/5-9/log/0111011103.log,C,1,"11"
../proj_island/5-9/log/0111011112.log,D,0,-
../proj_island/5-9/log/0111011121.log,D,0,-
../proj_island/5-9/log/0111011202.log,D,0,-
../proj_island/5-9/log/0111011211.log,D,0,-
../proj_island/5-9/log/0111012012.log,D,0,-
../proj_island/5-9/log/0111012021.log,D,0,-
../proj_island/5-9/log/0111012102.log,D,0,-
../proj_island/5-9/log/0111020112.log,D,0,-
../proj_island/5-9/log/0111020202.log,D,0,-
../proj_island/5-9/log/0111021012.log,D,0,-
../proj_island/5-9/log/0111110112.log,D,0,-
../proj_island/5-9/log/0111110121.log,D,0,-
../proj_island/5-9/log/0111110202.log,D,0,-
../proj_island/5-9/log/0111111012.log,D,0,-
../proj_island/5-9/log/0111111102.log,D,0,-
../proj_island/5-9/log/0111111111.log,D,0,-
